거래금액,거래유형,건축년도,년,등기일자,법정동,아파트,월,일,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
"      15,000",중개거래,1993,2021, , 관음동,칠곡한양2,12,27,59.82,대구 북구,1370,27230,6, , 
"      13,900",중개거래,1993,2021, , 관음동,칠곡한양2,12,29,59.82,대구 북구,1370,27230,2, , 
"      14,200",중개거래,1993,2021, , 관음동,칠곡한양2,12,30,59.82,대구 남구,1370,27230,14, , 
"      10,900",중개거래,1993,2021, , 관음동,칠곡한양2,12,31,41.265,대구 북구,1370,27230,14, , 
"      24,700",중개거래,1998,2021, , 태전동,한일,12,2,84.96,대구 북구,205-14,27230,16, , 
"      15,500",중개거래,1994,2021, , 태전동,삼성,12,3,59.76,대구 북구,608-5,27230,8, , 
"      38,300",중개거래,2017,2021, , 태전동,협성휴포레강북,12,3,72.941,대구 북구,1186,27230,3, , 
"      20,500",중개거래,1997,2021, , 태전동,태전한라,12,4,84.97,"대구 북구, 대구 수성구",166,27230,15, , 
"      14,000",중개거래,1993,2021, , 태전동,칠곡대백맨션,12,4,59.94,대구 북구,1066,27230,18, , 
"      15,200",중개거래,1993,2021, , 태전동,한신중앙,12,4,59.85,대구 북구,936-1,27230,6, , 
"      16,500",직거래,1994,2021, , 태전동,삼성,12,6,59.76, ,608-5,27230,10, , 
"      18,600",중개거래,1993,2021, , 태전동,칠곡대백맨션,12,6,84.92,대구 북구,1066,27230,14, , 
"       9,400",중개거래,1993,2021, , 태전동,한신중앙,12,7,36.87,대구 북구,936-1,27230,15, , 
"      15,750",중개거래,2003,2021, , 태전동,태전하이빌,12,7,80.64,"대구 북구, 대구 수성구",205-70,27230,5, , 
"      14,000",직거래,1999,2021, , 태전동,태전3우방타운,12,7,59.99, ,442,27230,3, , 
"      14,000",중개거래,1995,2021, , 태전동,칠곡관음타운,12,10,59.78,대구 북구,1065-1,27230,17, , 
"      19,000",중개거래,1998,2021, , 태전동,남영,12,11,84.825,대구 북구,542-1,27230,4, , 
"      14,450",중개거래,1992,2021, , 태전동,두성타운,12,11,67.92,대구 북구,256-1,27230,14, , 
"      11,000",중개거래,1993,2021, , 태전동,한신중앙,12,11,47.25,대구 북구,936-1,27230,2, , 
"      22,500",중개거래,1994,2021, , 태전동,삼성,12,13,84.93,"대구 달서구, 대구 북구",608-5,27230,20, , 
"      14,800",중개거래,1997,2021, , 태전동,태전한라,12,13,59.97,대구 북구,166,27230,4, , 
"      18,400",중개거래,2017,2021, , 태전동,매천역더뉴클래스,12,14,49.4627,대구 북구,1212,27230,6, , 
"      30,800",중개거래,1993,2021, , 태전동,현대,12,17,133.94,대구 북구,997,27230,3, , 
"      13,500",직거래,1990,2021, , 태전동,태전동신원(A동),12,18,78.2, ,682-6,27230,4, , 
"      39,600",중개거래,2017,2021, , 태전동,협성휴포레강북,12,19,72.9293,대구 북구,1186,27230,16, , 
"      19,300",중개거래,1995,2021, , 태전동,대백2,12,19,84.97,대구 북구,1066-23,27230,5, , 
"      13,500",중개거래,1995,2021, , 태전동,대백2,12,22,59.99,대구 북구,1066-23,27230,18, , 
"      16,350",중개거래,1993,2021, , 태전동,칠곡대백맨션,12,23,59.94,대구 북구,1066,27230,18, , 
"      16,400",중개거래,1993,2021, , 태전동,칠곡대백맨션,12,23,59.94,대구 북구,1066,27230,13, , 
"      14,900",중개거래,1993,2021, , 태전동,칠곡대백맨션,12,23,59.94,대구 북구,1066,27230,12, , 
"      30,500",중개거래,1992,2021, , 태전동,우방타운,12,23,134.73,대구 북구,169-2,27230,11, , 
"      28,800",중개거래,2015,2021, , 태전동,이진캐스빌,12,23,59.8818,대구 북구,1181,27230,16, , 
"      18,800",중개거래,2017,2021, , 태전동,매천역더뉴클래스,12,25,49.4627,대구 북구,1212,27230,14,21.12.28,O
"      18,800",중개거래,2017,2021, , 태전동,매천역더뉴클래스,12,28,49.4627,대구 북구,1212,27230,14, , 
"      13,250",중개거래,1993,2021, , 태전동,칠곡대백맨션,12,29,59.94,대구 북구,1066,27230,3, , 
"      14,000",중개거래,1993,2021, , 태전동,한신중앙,12,29,59.85,대구 북구,936-1,27230,4, , 
"      20,000",중개거래,1999,2021, , 태전동,태전3우방타운,12,29,84.97,대구 중구,442,27230,2, , 
"      21,000",직거래,1993,2021, , 태전동,칠곡에덴타운,12,30,84.96, ,997-1,27230,5, , 
"      14,000",중개거래,1993,2021, , 태전동,칠곡대백맨션,12,31,59.94,대구 북구,1066,27230,4, , 
"      13,900",중개거래,1995,2021, , 태전동,대백2,12,31,59.99,대구 북구,1066-23,27230,18, , 
"      52,000",중개거래,2019,2021, , 매천동,한신더휴이스턴팰리스,12,6,84.967,대구 북구,753,27230,26, , 
"      48,200",중개거래,2019,2021, , 매천동,한신더휴웨스턴팰리스,12,11,84.967,대구 북구,750,27230,2, , 
"      45,000",중개거래,2019,2021, , 매천동,한신더휴이스턴팰리스,12,11,84.967,대구 북구,753,27230,2,22.01.21,O
"      31,600",중개거래,2008,2021, , 매천동,매천센트럴파크,12,20,74.84,"대구 북구, 대구 서구",741,27230,12, , 
"      16,700",중개거래,1996,2021, , 매천동,청구장미마을,12,22,59.99,대구 북구,595,27230,11, , 
"      40,500",중개거래,2019,2021, , 매천동,한신더휴웨스턴팰리스,12,25,69.9802,대구 북구,750,27230,26, , 
"      30,000",중개거래,2008,2021, , 매천동,매천센트럴파크,12,25,74.73,"대구 북구, 대구 서구",741,27230,16, , 
"      19,600",중개거래,2002,2021, , 팔달동,대백인터빌,12,5,59.67,대구 북구,145,27230,4, , 
"      34,500",중개거래,1999,2021, , 팔달동,두산청구,12,12,134.645,대구 북구,52,27230,10, , 
"      35,000",중개거래,2016,2021, , 사수동,금호서한이다음,12,3,84.55,대구 북구,833,27230,11, , 
"      34,000",직거래,2017,2021, , 사수동,이편한세상대구금호,12,14,84.91, ,784,27230,11, , 
"      26,000",중개거래,2015,2021, , 사수동,브라운스톤강북,12,15,59.96,대구 북구,789,27230,1, , 
"      31,300",중개거래,2015,2021, , 사수동,브라운스톤강북,12,17,84.82,대구 북구,789,27230,19, , 
"      38,000",중개거래,2017,2021, , 사수동,이편한세상대구금호,12,21,84.92,대구 북구,784,27230,11, , 
"      38,000",직거래,2017,2021, , 사수동,이편한세상대구금호,12,21,84.92, ,784,27230,11, , 
"      38,000",직거래,2017,2021, , 사수동,이편한세상대구금호,12,21,84.92, ,784,27230,12, , 
"      33,700",중개거래,2017,2021, , 사수동,이편한세상대구금호,12,21,74.86,대구 북구,784,27230,18, , 
"      37,400",중개거래,2017,2021, , 사수동,이편한세상대구금호,12,21,84.92,대구 북구,784,27230,7, , 
"      35,800",중개거래,2015,2021, , 사수동,브라운스톤강북,12,22,84.95,대구 북구,789,27230,22, , 
"      38,000",중개거래,2016,2021, , 사수동,금호서한이다음,12,22,84.55,대구 북구,833,27230,10, , 
"      37,700",중개거래,2016,2021, , 사수동,금호서한이다음,12,22,84.55,대구 북구,833,27230,6, , 
"      38,000",중개거래,2016,2021, , 사수동,금호서한이다음,12,22,84.55,대구 북구,833,27230,17, , 
"      35,800",중개거래,2015,2021, , 사수동,브라운스톤강북,12,22,84.95,대구 북구,789,27230,15, , 
"      34,700",중개거래,2015,2021, , 사수동,브라운스톤강북,12,22,84.77,대구 북구,789,27230,9, , 
"      35,800",중개거래,2015,2021, , 사수동,브라운스톤강북,12,22,84.95,대구 북구,789,27230,15, , 
"      34,300",중개거래,2015,2021, , 사수동,브라운스톤강북,12,22,84.77,대구 북구,789,27230,5, , 
"      35,800",중개거래,2015,2021, , 사수동,브라운스톤강북,12,22,84.95,대구 북구,789,27230,19, , 
"      27,500",중개거래,2015,2021, , 사수동,브라운스톤강북,12,22,59.95,대구 북구,789,27230,14, , 
"      34,300",중개거래,2015,2021, , 사수동,브라운스톤강북,12,22,84.77,대구 북구,789,27230,6, , 
"      34,400",중개거래,2015,2021, , 사수동,브라운스톤강북,12,22,84.95,대구 북구,789,27230,7, , 
"      35,700",중개거래,2015,2021, , 사수동,브라운스톤강북,12,22,84.77,대구 북구,789,27230,15, , 
"      35,800",중개거래,2015,2021, , 사수동,브라운스톤강북,12,22,84.95,대구 북구,789,27230,20, , 
"      38,000",중개거래,2016,2021, , 사수동,금호서한이다음,12,22,84.55,대구 북구,833,27230,17, , 
"      34,300",중개거래,2015,2021, , 사수동,브라운스톤강북,12,22,84.82,대구 북구,789,27230,6, , 
"      35,800",중개거래,2015,2021, , 사수동,브라운스톤강북,12,22,84.95,대구 북구,789,27230,15, , 
"      35,800",중개거래,2015,2021, , 사수동,브라운스톤강북,12,22,84.95,대구 북구,789,27230,22, , 
"      35,800",중개거래,2015,2021, , 사수동,브라운스톤강북,12,22,84.95,대구 북구,789,27230,22, , 
"      33,000",직거래,2016,2021, , 사수동,금호서한이다음,12,23,74.91, ,833,27230,15, , 
"      33,700",직거래,2016,2021, , 사수동,금호서한이다음,12,23,74.91, ,833,27230,18, , 
"      33,700",중개거래,2016,2021, , 사수동,금호서한이다음,12,23,74.91,대구 수성구,833,27230,15, , 
"      35,500", ,1990,2021, ,화원읍 천내리,화원창신맨션,1,2,80.76, ,118,27710,4, , 
"      14,500", ,2000,2021, ,화원읍 천내리,화원한샘타운,1,4,59.535, ,346,27710,6, , 
"      36,000", ,1991,2021, ,화원읍 천내리,화원천내우방맨션,1,11,70.03, ,122,27710,1, , 
"      36,000", ,1992,2021, ,화원읍 천내리,화원평광2,1,30,84.97, ,122-1,27710,5, , 
"      12,500", ,1997,2021, ,화원읍 구라리,화원삼우청솔,1,6,42.88, ,1687,27710,7, , 
"      26,000", ,1997,2021, ,화원읍 구라리,화원삼우청솔,1,23,84.9, ,1687,27710,6, , 
"      47,000", ,2007,2021, ,화원읍 구라리,대곡역래미안,1,25,84.463, ,1650,27710,29, , 
"      15,700", ,1984,2021, ,화원읍 구라리,화원한우,1,28,33.47, ,1734-2,27710,5, , 
"      26,250", ,1997,2021, ,화원읍 구라리,화원청구청산맨션,1,29,84.88, ,1734-1,27710,24, , 
"      14,600", ,1995,2021, ,화원읍 성산리,화원태왕타운,1,5,59.97, ,501,27710,10, , 
"      18,100", ,1995,2021, ,화원읍 성산리,화원태왕타운,1,8,59.97, ,501,27710,4, , 
"      12,800", ,2000,2021, ,화원읍 성산리,화원삼주타운,1,11,59.99, ,55,27710,2, , 
"      20,000", ,1995,2021, ,화원읍 설화리,화원한빛타운,1,28,84.97, ,536-2,27710,3, , 
"      24,500", ,1995,2021, ,화원읍 설화리,화원한빛타운,1,31,84.97, ,536-2,27710,2, , 
"      15,500", ,2001,2021, ,화원읍 명곡리,미래빌5단지,1,2,49.55, ,220,27710,15, , 
"      15,000", ,2000,2021, ,화원읍 명곡리,명곡미래빌3,1,5,49.57, ,130,27710,17, , 
"      18,200", ,2000,2021, ,화원읍 명곡리,명곡미래빌4,1,9,59.63, ,139,27710,9, , 
"      16,300", ,2001,2021, ,화원읍 명곡리,미래빌5단지,1,19,49.55, ,220,27710,17, , 
"      19,900", ,2000,2021, ,화원읍 명곡리,명곡미래빌3,1,23,59.39, ,130,27710,6, , 
"      28,000", ,2000,2021, ,화원읍 명곡리,명곡미래빌1,1,23,84.34, ,112,27710,11, , 
"      19,400", ,2000,2021, ,화원읍 명곡리,명곡미래빌3,1,23,59.39, ,130,27710,14, , 
"      25,000", ,2000,2021, ,화원읍 명곡리,명곡미래빌1,1,27,84.34, ,112,27710,19, , 
"      16,700", ,2001,2021, ,화원읍 명곡리,미래빌5단지,1,30,49.55, ,220,27710,16, , 
"      22,500", ,2001,2021, ,화원읍 명곡리,미래빌5단지,1,31,59.42, ,220,27710,9, , 
"      19,900", ,2000,2021, ,화원읍 명곡리,명곡미래빌3,1,31,59.39, ,130,27710,5, , 
"      33,500", ,2003,2021, ,화원읍 본리리,대구본리그린빌,1,19,84.38, ,113-1,27710,12, , 
"      21,800", ,2003,2021, ,화원읍 본리리,대구본리그린빌,1,27,59.85, ,113-1,27710,1, , 
"      26,350", ,2018,2021, ,논공읍 금포리,우신미가뷰아파트,1,4,84.8571, ,2506,27710,10, , 
"      20,900", ,2018,2021, ,논공읍 금포리,우신미가뷰아파트,1,7,59.8829, ,2506,27710,7, , 
"      24,500", ,2018,2021, ,논공읍 금포리,우신미가뷰아파트,1,11,84.45, ,2506,27710,16, , 
"      23,000", ,2018,2021, ,논공읍 금포리,우신미가뷰아파트,1,13,75.9092, ,2506,27710,3, , 
"      22,800", ,2018,2021, ,논공읍 금포리,우신미가뷰아파트,1,17,75.9092, ,2506,27710,22, , 
"      23,200", ,2018,2021, ,논공읍 금포리,우신미가뷰아파트,1,18,75.9092, ,2506,27710,15, , 
"      25,900", ,2018,2021, ,논공읍 금포리,우신미가뷰아파트,1,23,84.45, ,2506,27710,14, , 
"      23,700", ,2018,2021, ,논공읍 금포리,우신미가뷰아파트,1,29,75.3333, ,2506,27710,26,21.06.29,O
"      22,800", ,2018,2021, ,논공읍 금포리,우신미가뷰아파트,1,29,75.3333, ,2506,27710,29, , 
"       3,000", ,1988,2021, ,논공읍 남리,"경일(4,5,6,7,8)",1,4,48.87, ,224-116,27710,4, , 
"       3,950", ,1988,2021, ,논공읍 남리,"경일(4,5,6,7,8)",1,4,53.13, ,224-116,27710,3, , 
"       2,750", ,1990,2021, ,논공읍 남리,논공삼주,1,5,43.83, ,224,27710,4, , 
"       3,650", ,1991,2021, ,논공읍 남리,평광현대4,1,5,59.92, ,573-2,27710,5, , 
"       5,900", ,1996,2021, ,논공읍 남리,논공우방연합타운,1,8,59.94, ,615-5,27710,10, , 
"       3,800", ,1990,2021, ,논공읍 남리,논공삼주,1,8,54.94, ,224,27710,5, , 
"       4,100", ,1987,2021, ,논공읍 남리,"경일(1,2,3동)",1,9,48.87, ,1147,27710,1, , 
"       2,350", ,1988,2021, ,논공읍 남리,"경일(4,5,6,7,8)",1,9,32.49, ,224-116,27710,4, , 
"       2,900", ,1991,2021, ,논공읍 남리,평광현대4,1,9,50.74, ,573-2,27710,6, , 
"       6,300", ,1991,2021, ,논공읍 남리,평광현대4,1,11,59.92, ,573-2,27710,3, , 
"       4,000", ,1988,2021, ,논공읍 남리,"경일(4,5,6,7,8)",1,12,50.055, ,224-116,27710,4, , 
"       4,000", ,1990,2021, ,논공읍 남리,논공삼주,1,13,43.83, ,224,27710,4, , 
"       3,200", ,1991,2021, ,논공읍 남리,평광현대4,1,13,50.74, ,573-2,27710,6, , 
"       4,500", ,1987,2021, ,논공읍 남리,"경일(1,2,3동)",1,14,48.87, ,1147,27710,3, , 
"      16,500", ,2004,2021, ,논공읍 남리,평광행복타운,1,16,80.17, ,578-15,27710,15, , 
"       4,900", ,1991,2021, ,논공읍 남리,평광현대4,1,18,59.92, ,573-2,27710,5, , 
"       4,500", ,1991,2021, ,논공읍 남리,평광현대4,1,20,59.92, ,573-2,27710,6, , 
"       5,500", ,1996,2021, ,논공읍 남리,논공우방연합타운,1,20,59.94, ,615-5,27710,6, , 
"       3,800", ,1990,2021, ,논공읍 남리,논공삼주,1,21,43.83, ,224,27710,4, , 
"      15,300", ,2004,2021, ,논공읍 남리,평광행복타운,1,21,80.17, ,578-15,27710,4, , 
"       8,900", ,1997,2021, ,논공읍 남리,논공주공,1,21,59.99, ,635,27710,13, , 
"       4,400", ,1990,2021, ,논공읍 남리,논공삼주,1,23,54.94, ,224,27710,3, , 
"       5,750", ,1996,2021, ,논공읍 남리,논공우방연합타운,1,24,59.94, ,615-5,27710,6, , 
"       8,350", ,1997,2021, ,논공읍 남리,논공주공,1,24,59.99, ,635,27710,12, , 
"       8,200", ,1997,2021, ,논공읍 남리,논공주공,1,25,59.99, ,635,27710,6, , 
"       3,000", ,1987,2021, ,논공읍 남리,"경일(1,2,3동)",1,25,48.87, ,1147,27710,5, , 
"       6,200", ,1996,2021, ,논공읍 남리,논공우방연합타운,1,27,59.94, ,615-5,27710,10, , 
"       7,550", ,1997,2021, ,논공읍 남리,논공주공,1,27,59.99, ,635,27710,1, , 
"       3,500", ,1991,2021, ,논공읍 남리,평광현대4,1,29,50.74, ,573-2,27710,6, , 
"       3,400", ,1987,2021, ,논공읍 남리,"경일(1,2,3동)",1,30,48.87, ,1147,27710,2, , 
"       4,000", ,1991,2021, ,논공읍 남리,평광현대4,1,30,59.92, ,573-2,27710,6, , 
"       6,500", ,1996,2021, ,논공읍 남리,논공우방연합타운,1,30,59.94, ,615-5,27710,8, , 
"       6,350", ,1996,2021, ,논공읍 남리,논공우방연합타운,1,31,59.94, ,615-5,27710,4, , 
"       4,400", ,1996,2021, ,논공읍 북리,논공성원아파트,1,5,52.08, ,803-4,27710,6, , 
"       3,300", ,1989,2021, ,논공읍 북리,평광현대,1,6,38.22, ,803-3,27710,3, , 
"       5,500", ,1996,2021, ,논공읍 북리,논공성원아파트,1,6,59.34, ,803-4,27710,11, , 
"       5,100", ,1996,2021, ,논공읍 북리,논공성원아파트,1,7,59.34, ,803-4,27710,5, , 
"       4,500", ,1996,2021, ,논공읍 북리,논공성원아파트,1,7,52.08, ,803-4,27710,5, , 
"       4,180", ,1996,2021, ,논공읍 북리,논공성원아파트,1,8,52.08, ,803-4,27710,5, , 
"       6,300", ,1996,2021, ,논공읍 북리,논공성원아파트,1,9,59.34, ,803-4,27710,21, , 
"       5,000", ,1996,2021, ,논공읍 북리,논공성원아파트,1,9,59.34, ,803-4,27710,23, , 
"       4,500", ,1996,2021, ,논공읍 북리,논공성원아파트,1,9,59.34, ,803-4,27710,3,21.02.04,O
"       4,250", ,1996,2021, ,논공읍 북리,논공성원아파트,1,10,52.08, ,803-4,27710,4, , 
"       4,500", ,1996,2021, ,논공읍 북리,논공성원아파트,1,11,59.4, ,803-4,27710,20, , 
"       3,900", ,1990,2021, ,논공읍 북리,평광현대3,1,11,48.93, ,824-178,27710,5, , 
"       4,500", ,1990,2021, ,논공읍 북리,평광현대3,1,11,54.69, ,824-178,27710,6, , 
"       5,700", ,1990,2021, ,논공읍 북리,평광현대3,1,11,54.69, ,824-178,27710,6, , 
"       3,600", ,1996,2021, ,논공읍 북리,논공성원아파트,1,11,39.75, ,803-4,27710,14, , 
"       4,950", ,1996,2021, ,논공읍 북리,논공성원아파트,1,11,52.08, ,803-4,27710,5, , 
"       4,500", ,1996,2021, ,논공읍 북리,논공성원아파트,1,12,52.08, ,803-4,27710,10, , 
"       4,700", ,1996,2021, ,논공읍 북리,논공성원아파트,1,13,52.08, ,803-4,27710,7, , 
"       6,500", ,1992,2021, ,논공읍 북리,논공청구타운,1,13,59.91, ,803,27710,13, , 
"       5,300", ,1996,2021, ,논공읍 북리,논공성원아파트,1,14,59.34, ,803-4,27710,23,21.01.21,O
"       3,750", ,1990,2021, ,논공읍 북리,평광현대3,1,14,48.93, ,824-178,27710,5, , 
"       5,100", ,1996,2021, ,논공읍 북리,논공성원아파트,1,15,59.4, ,803-4,27710,8, , 
"       6,500", ,1990,2021, ,논공읍 북리,평광현대3,1,15,59.82, ,824-178,27710,4, , 
"       5,500", ,1996,2021, ,논공읍 북리,논공성원아파트,1,16,59.4, ,803-4,27710,20, , 
"      12,600", ,1992,2021, ,논공읍 북리,논공청구타운,1,16,84.81, ,803,27710,15, , 
"       5,200", ,1996,2021, ,논공읍 북리,논공성원아파트,1,16,59.34, ,803-4,27710,20,21.01.21,O
"       5,500", ,1996,2021, ,논공읍 북리,논공성원아파트,1,16,59.4, ,803-4,27710,4, , 
"       5,500", ,1992,2021, ,논공읍 북리,논공청구타운,1,17,59.91, ,803,27710,2, , 
"       3,850", ,1996,2021, ,논공읍 북리,논공성원아파트,1,17,39.75, ,803-4,27710,7, , 
"       3,400", ,1996,2021, ,논공읍 북리,논공성원아파트,1,18,39.75, ,803-4,27710,7, , 
"       5,600", ,1996,2021, ,논공읍 북리,논공성원아파트,1,19,59.4, ,803-4,27710,7, , 
"       5,150", ,1996,2021, ,논공읍 북리,논공성원아파트,1,19,59.34, ,803-4,27710,21, , 
"       5,100", ,1996,2021, ,논공읍 북리,논공성원아파트,1,19,59.34, ,803-4,27710,1, , 
"       3,100", ,1989,2021, ,논공읍 북리,평광현대,1,19,35.79, ,803-3,27710,2, , 
"       5,100", ,1996,2021, ,논공읍 북리,논공성원아파트,1,19,59.4, ,803-4,27710,20, , 
"       6,950", ,1992,2021, ,논공읍 북리,논공청구타운,1,20,59.91, ,803,27710,8, , 
"       4,000", ,1990,2021, ,논공읍 북리,평광현대3,1,21,54.69, ,824-178,27710,6, , 
"       4,900", ,1996,2021, ,논공읍 북리,논공성원아파트,1,21,59.4, ,803-4,27710,17, , 
"       5,000", ,1996,2021, ,논공읍 북리,논공성원아파트,1,21,59.34, ,803-4,27710,9, , 
"       3,270", ,1996,2021, ,논공읍 북리,논공성원아파트,1,21,39.75, ,803-4,27710,2, , 
"       5,800", ,1996,2021, ,논공읍 북리,논공성원아파트,1,22,59.4, ,803-4,27710,3, , 
"       5,200", ,1996,2021, ,논공읍 북리,논공성원아파트,1,23,59.4, ,803-4,27710,25, , 
"       3,750", ,1996,2021, ,논공읍 북리,논공성원아파트,1,25,39.75, ,803-4,27710,5, , 
"       6,700", ,1992,2021, ,논공읍 북리,논공청구타운,1,26,59.91, ,803,27710,4, , 
"       5,600", ,1996,2021, ,논공읍 북리,논공성원아파트,1,26,59.4, ,803-4,27710,23, , 
"       6,100", ,1996,2021, ,논공읍 북리,논공성원아파트,1,27,59.4, ,803-4,27710,20, , 
"       5,400", ,1996,2021, ,논공읍 북리,논공성원아파트,1,27,59.34, ,803-4,27710,21, , 
"       5,400", ,1996,2021, ,논공읍 북리,논공성원아파트,1,27,59.4, ,803-4,27710,7, , 
"       6,350", ,1996,2021, ,논공읍 북리,논공성원아파트,1,27,59.4, ,803-4,27710,17, , 
"       2,600", ,1989,2021, ,논공읍 북리,평광현대,1,28,35.79, ,803-3,27710,3, , 
"       5,500", ,1996,2021, ,논공읍 북리,논공성원아파트,1,28,59.34, ,803-4,27710,8, , 
"       6,600", ,1990,2021, ,논공읍 북리,평광현대3,1,29,54.69, ,824-178,27710,3,21.02.16,O
"       6,600", ,1990,2021, ,논공읍 북리,평광현대3,1,29,54.69, ,824-178,27710,3, , 
"       6,250", ,1990,2021, ,논공읍 북리,평광현대3,1,30,54.69, ,824-178,27710,4, , 
"       4,500", ,1996,2021, ,논공읍 북리,논공성원아파트,1,30,52.08, ,803-4,27710,2, , 
"       6,500", ,1996,2021, ,논공읍 북리,논공성원아파트,1,30,59.4, ,803-4,27710,10, , 
"       4,800", ,1990,2021, ,논공읍 북리,평광현대3,1,31,43.62, ,824-178,27710,1, , 
"       6,000", ,1996,2021, ,논공읍 북리,논공성원아파트,1,31,59.4, ,803-4,27710,9, , 
"       4,900", ,1990,2021, ,논공읍 북리,평광현대3,1,31,43.62, ,824-178,27710,3, , 
"      32,500", ,2017,2021, ,다사읍 서재리,에코폴리스동화아이위시3차,1,2,76.4001, ,1131,27710,20,21.01.26,O
"      18,500", ,1996,2021, ,다사읍 서재리,서재화진금봉타운,1,3,84.85, ,169,27710,5, , 
"      12,000", ,1996,2021, ,다사읍 서재리,서재화진금봉타운,1,4,59.96, ,169,27710,20, , 
"      20,700", ,2005,2021, ,다사읍 서재리,건영캐스빌,1,4,84.991, ,1068-5,27710,2, , 
"      17,150", ,1996,2021, ,다사읍 서재리,서재화진금봉타운,1,5,84.85, ,169,27710,7, , 
"      11,400", ,1999,2021, ,다사읍 서재리,서재보성2,1,5,47.03, ,61,27710,10, , 
"      34,800", ,2017,2021, ,다사읍 서재리,에코폴리스동화아이위시3차,1,5,76.4001, ,1131,27710,19, , 
"      13,300", ,1999,2021, ,다사읍 서재리,서재보성2,1,5,59.98, ,61,27710,18,21.03.08,O
"      36,000", ,2017,2021, ,다사읍 서재리,에코폴리스동화아이위시3차,1,8,81.053, ,1131,27710,2, , 
"      22,500", ,2007,2021, ,다사읍 서재리,신성서진흥더블파크,1,8,84.9994, ,321-1,27710,9, , 
"      17,000", ,1996,2021, ,다사읍 서재리,서재화진금봉타운,1,8,84.85, ,169,27710,13, , 
"      30,000", ,2007,2021, ,다사읍 서재리,신성서화성파크드림,1,9,84.8884, ,100,27710,14, , 
"      25,000", ,2017,2021, ,다사읍 서재리,에코폴리스동화아이위시3차,1,10,62.463, ,1131,27710,4, , 
"      25,000", ,2015,2021, ,다사읍 서재리,에코폴리스 동화아이위시,1,10,59.9943, ,1118,27710,13, , 
"      17,000", ,1996,2021, ,다사읍 서재리,서재화진금봉타운,1,11,84.85, ,169,27710,5, , 
"      16,100", ,2002,2021, ,다사읍 서재리,서재우방타운,1,11,84.98, ,146-7,27710,2, , 
"      25,000", ,2007,2021, ,다사읍 서재리,신성서화성파크드림,1,11,84.8884, ,100,27710,10, , 
"      28,900", ,2007,2021, ,다사읍 서재리,신성서진흥더블파크,1,11,84.9994, ,321-1,27710,12, , 
"      28,900", ,2007,2021, ,다사읍 서재리,신성서진흥더블파크,1,11,84.9994, ,321-1,27710,12,21.02.08,O
"      17,300", ,1996,2021, ,다사읍 서재리,서재화진금봉타운,1,11,84.85, ,169,27710,2, , 
"      36,900", ,2017,2021, ,다사읍 서재리,에코폴리스동화아이위시3차,1,12,76.4001, ,1131,27710,9, , 
"      20,000", ,2005,2021, ,다사읍 서재리,건영캐스빌,1,12,84.991, ,1068-5,27710,3, , 
"      13,900", ,1997,2021, ,다사읍 서재리,서재보성1,1,12,59.98, ,145,27710,7, , 
"      24,000", ,2016,2021, ,다사읍 서재리,에코폴리스동화아이위시2차,1,13,51.5729, ,1125,27710,23, , 
"      24,900", ,2015,2021, ,다사읍 서재리,에코폴리스 동화아이위시,1,13,59.9943, ,1118,27710,12, , 
"      20,200", ,2015,2021, ,다사읍 서재리,에코폴리스 동화아이위시,1,13,51.0293, ,1118,27710,18, , 
"      30,600", ,2016,2021, ,다사읍 서재리,에코폴리스동화아이위시2차,1,14,75.8536, ,1125,27710,21, , 
"       9,000", ,2002,2021, ,다사읍 서재리,서재우방타운,1,14,34.62, ,146-7,27710,14, , 
"      26,000", ,2015,2021, ,다사읍 서재리,에코폴리스 동화아이위시,1,14,59.9943, ,1118,27710,24, , 
"      31,800", ,2007,2021, ,다사읍 서재리,신성서진흥더블파크,1,16,84.9994, ,321-1,27710,15, , 
"      21,800", ,1997,2021, ,다사읍 서재리,서재보성1,1,16,84.95, ,145,27710,13, , 
"      29,000", ,2015,2021, ,다사읍 서재리,에코폴리스 동화아이위시,1,16,75.5836, ,1118,27710,8, , 
"      12,700", ,1999,2021, ,다사읍 서재리,서재보성2,1,16,59.98, ,61,27710,9, , 
"      20,000", ,2015,2021, ,다사읍 서재리,에코폴리스 동화아이위시,1,16,51.0293, ,1118,27710,12, , 
"      18,500", ,1996,2021, ,다사읍 서재리,서재화진금봉타운,1,17,84.85, ,169,27710,6, , 
"      14,500", ,1997,2021, ,다사읍 서재리,서재보성1,1,17,59.98, ,145,27710,15, , 
"      25,500", ,2015,2021, ,다사읍 서재리,에코폴리스 동화아이위시,1,17,59.9943, ,1118,27710,23, , 
"      13,400", ,1999,2021, ,다사읍 서재리,서재보성2,1,17,59.98, ,61,27710,18, , 
"      31,000", ,2007,2021, ,다사읍 서재리,신성서진흥더블파크,1,18,84.766, ,321-1,27710,19, , 
"      34,500", ,2007,2021, ,다사읍 서재리,신성서진흥더블파크,1,18,119.3218, ,321-1,27710,5, , 
"      14,300", ,2002,2021, ,다사읍 서재리,서재우방타운,1,18,59.91, ,146-7,27710,4, , 
"      13,450", ,1999,2021, ,다사읍 서재리,서재보성2,1,18,59.98, ,61,27710,2, , 
"      18,000", ,1997,2021, ,다사읍 서재리,서재보성1,1,18,84.95, ,145,27710,3, , 
